article_title,country,revision_id,population,region,article_quality
Máximo Etchecopar,Argentina,1243279888,46.3,SOUTH AMERICA,Start
Héctor Toty Flores,Argentina,1067754685,46.3,SOUTH AMERICA,Stub
Guillermo Francos,Argentina,1245178482,46.3,SOUTH AMERICA,Start
Juan Fugl,Argentina,1148828249,46.3,SOUTH AMERICA,Stub
Santiago Gallo,Argentina,1039135531,46.3,SOUTH AMERICA,Start
Manuel José García,Argentina,1227616001,46.3,SOUTH AMERICA,Stub
Juan José Gómez Centurión,Argentina,1225793565,46.3,SOUTH AMERICA,Stub
Luis Carlos Gómez Centurión,Argentina,1225793589,46.3,SOUTH AMERICA,Stub
Martín Guzmán,Argentina,1227515965,46.3,SOUTH AMERICA,C
Federico Helguera,Argentina,1162056054,46.3,SOUTH AMERICA,Start
Fernando Iglesias (Argentine politician),Argentina,1217866134,46.3,SOUTH AMERICA,C
Ricardo Kennedy,Argentina,1240898573,46.3,SOUTH AMERICA,Stub
Carlos Kunkel,Argentina,1225799546,46.3,SOUTH AMERICA,Stub
Norberto La Porta,Argentina,1225799869,46.3,SOUTH AMERICA,Stub
Andrés Larroque,Argentina,1248572448,46.3,SOUTH AMERICA,Start
Julián de Leyva,Argentina,1234698824,46.3,SOUTH AMERICA,Stub
Mónica López (politician),Argentina,797826672,46.3,SOUTH AMERICA,Stub
Lucio Victorio Mansilla,Argentina,1210433646,46.3,SOUTH AMERICA,Start
Nicolás Massot,Argentina,1222899462,46.3,SOUTH AMERICA,Start
Martín Menem,Argentina,1247590161,46.3,SOUTH AMERICA,Start
Juan Mignaburu,Argentina,1166892817,46.3,SOUTH AMERICA,Stub
Guillermo Montenegro,Argentina,1096175549,46.3,SOUTH AMERICA,Stub
Mariano Moreno,Argentina,1248788227,46.3,SOUTH AMERICA,FA
Marcelo Muniagurria,Argentina,1242262794,46.3,SOUTH AMERICA,Start
Fernando Nadra,Argentina,1238199017,46.3,SOUTH AMERICA,C
Rómulo Sebastián Naón,Argentina,1193099129,46.3,SOUTH AMERICA,Start
Santiago G. O'Farrell,Argentina,1228141029,46.3,SOUTH AMERICA,Start
Alfredo Olmedo,Argentina,1226445117,46.3,SOUTH AMERICA,Stub
Miguel Ángel Pesce,Argentina,1211044406,46.3,SOUTH AMERICA,Start
Carlos Petroni,Argentina,1199679676,46.3,SOUTH AMERICA,C
Alejo Peyret,Argentina,1138003698,46.3,SOUTH AMERICA,B
Aldo Pignanelli,Argentina,1106856167,46.3,SOUTH AMERICA,Stub
Abel Posse,Argentina,1245068036,46.3,SOUTH AMERICA,C
Enrique S. Quintana,Argentina,1016343362,46.3,SOUTH AMERICA,Start
Amán Rawson,Argentina,1226040049,46.3,SOUTH AMERICA,Start
Martín Sabbatella,Argentina,1166890663,46.3,SOUTH AMERICA,C
Juan Pablo Schiavi,Argentina,1195011460,46.3,SOUTH AMERICA,C
Héctor Tizón,Argentina,1222501416,46.3,SOUTH AMERICA,Start
Claudio Uberti,Argentina,1245464700,46.3,SOUTH AMERICA,C
Arístides Villanueva,Argentina,1227361697,46.3,SOUTH AMERICA,Start
Jorge Yoma,Argentina,1191859791,46.3,SOUTH AMERICA,C
Ashot Arsenyan,Armenia,1218601969,3.0,WESTERN ASIA,C
Vigen Chitechyan,Armenia,1124301399,3.0,WESTERN ASIA,Stub
Hayk Chobanyan,Armenia,1231768992,3.0,WESTERN ASIA,Start
Gurgen Egiazaryan,Armenia,1103745376,3.0,WESTERN ASIA,Start
Parunak Ferukhan,Armenia,1214660598,3.0,WESTERN ASIA,Stub
Gevorg Ghazaryan (politician),Armenia,1180063729,3.0,WESTERN ASIA,Stub
Andrias Ghukasyan,Armenia,1214660728,3.0,WESTERN ASIA,Start
Aram Grigoryan (politician),Armenia,1214660921,3.0,WESTERN ASIA,Start
Vahagn Hovakimyan,Armenia,1224369324,3.0,WESTERN ASIA,Start
Tigran Karapetyan,Armenia,1231946069,3.0,WESTERN ASIA,Start
Tigran Khzmalyan,Armenia,1237979345,3.0,WESTERN ASIA,C
Mikayel Kotanyan,Armenia,1226313476,3.0,WESTERN ASIA,Start
Hrant Maloyan,Armenia,1250311867,3.0,WESTERN ASIA,C
Khachatur Malumian,Armenia,1210493386,3.0,WESTERN ASIA,C
Aram Manukyan,Armenia,1214661551,3.0,WESTERN ASIA,Start
Gevorg Melik-Karagyozyan,Armenia,1180063778,3.0,WESTERN ASIA,Stub
Vahan Minakhoryan,Armenia,1214661649,3.0,WESTERN ASIA,Stub
Ruben Miroyan,Armenia,1228290809,3.0,WESTERN ASIA,Start
Ruben Mirzakhanyan,Armenia,1214661775,3.0,WESTERN ASIA,Start
Badal Muradyan,Armenia,1214662146,3.0,WESTERN ASIA,Start
Narine Tukhikyan,Armenia,1233470777,3.0,WESTERN ASIA,Start
Gabriel Noradoungian,Armenia,1240224564,3.0,WESTERN ASIA,C
Israel Ori,Armenia,1214986895,3.0,WESTERN ASIA,Start
Paul Paul,Armenia,1215924661,3.0,WESTERN ASIA,Start
Garo Paylan,Armenia,1249622641,3.0,WESTERN ASIA,C
Genrikh Poghosyan,Armenia,1214662694,3.0,WESTERN ASIA,Start
Ishkhan Saghatelyan,Armenia,1243510830,3.0,WESTERN ASIA,GA
Karen Sargsyan (sociologist),Armenia,1217803359,3.0,WESTERN ASIA,Start
Martiros Sarukhanyan,Armenia,1214669503,3.0,WESTERN ASIA,Stub
Vartkes Serengülian,Armenia,1214669611,3.0,WESTERN ASIA,Start
Suren Shadunts,Armenia,1242146414,3.0,WESTERN ASIA,Start
Ohannes Tchekidjian,Armenia,1215201883,3.0,WESTERN ASIA,Start
Hrayr Tovmasyan,Armenia,1243511026,3.0,WESTERN ASIA,Stub
Usub Bek Temuryan,Armenia,1243494457,3.0,WESTERN ASIA,Stub
Kegham Vanigian,Armenia,1214670011,3.0,WESTERN ASIA,Start
Serop Zakaryan,Armenia,1222543352,3.0,WESTERN ASIA,Stub
Alfons Adam,Austria,1244617588,9.2,WESTERN EUROPE,Start
Ingo Appelt,Austria,1244447844,9.2,WESTERN EUROPE,Stub
"Maximilian Anton Karl, Count Baillet de Latour",Austria,1226152632,9.2,WESTERN EUROPE,Start
Heinrich Alfred Barb,Austria,1214670404,9.2,WESTERN EUROPE,Start
Leopold Berchtold,Austria,1228353209,9.2,WESTERN EUROPE,C
Joseph Buttinger,Austria,1214670744,9.2,WESTERN EUROPE,Start
Prince Carl of Solms-Braunfels,Austria,1237091760,9.2,WESTERN EUROPE,C
Count Václav Antonín Chotek of Chotkov and Vojnín,Austria,1214682376,9.2,WESTERN EUROPE,Start
Citizens' Ministry,Austria,1200893975,9.2,WESTERN EUROPE,C
Richard von Coudenhove-Kalergi,Austria,1243336388,9.2,WESTERN EUROPE,C
Franz Dinghofer,Austria,1244619292,9.2,WESTERN EUROPE,GA
George Abraham von Dyhrn,Austria,1231555745,9.2,WESTERN EUROPE,Stub
Eduard von Grebmer zu Wolfsthurn,Austria,1216075327,9.2,WESTERN EUROPE,Start
Hans Ferlitsch,Austria,1240489075,9.2,WESTERN EUROPE,Stub
Friedhelm Frischenschlager,Austria,1223497595,9.2,WESTERN EUROPE,Start
Walter Guggenberger,Austria,1154443829,9.2,WESTERN EUROPE,Start
Ulrich Habsburg-Lothringen,Austria,1216088776,9.2,WESTERN EUROPE,Start
Ernst Hampel (politician),Austria,1232067132,9.2,WESTERN EUROPE,Stub
Hans Peter Haselsteiner,Austria,1226351964,9.2,WESTERN EUROPE,Start
Friedrich Wilhelm von Haugwitz,Austria,1215043658,9.2,WESTERN EUROPE,C
Eduard Hedvicek,Austria,1215043825,9.2,WESTERN EUROPE,Stub
Hermann Stern,Austria,1215044008,9.2,WESTERN EUROPE,C
Jürgen Himmelbauer,Austria,1215045853,9.2,WESTERN EUROPE,Stub
Anton Hofer,Austria,1215044432,9.2,WESTERN EUROPE,Start
Andreas Hörtnagl,Austria,1215046038,9.2,WESTERN EUROPE,Stub
Franz Jetzinger,Austria,1214236945,9.2,WESTERN EUROPE,Start
Konstantin Jireček,Austria,1242771327,9.2,WESTERN EUROPE,C
Hugo Jury,Austria,1225140706,9.2,WESTERN EUROPE,C
Joseph Kenner,Austria,1169137921,9.2,WESTERN EUROPE,Start
Theodor Kery,Austria,1215046740,9.2,WESTERN EUROPE,Stub
Michael Killisch-Horn,Austria,1106829544,9.2,WESTERN EUROPE,Stub
Sophia Kircher,Austria,1242552103,9.2,WESTERN EUROPE,Stub
Hubert Klausner,Austria,1242810704,9.2,WESTERN EUROPE,Start
Martin Kocher,Austria,1241392879,9.2,WESTERN EUROPE,Stub
Józef Kożdoń,Austria,1215053905,9.2,WESTERN EUROPE,C
Gottfried von Kühnelt-Leddihn,Austria,1235730032,9.2,WESTERN EUROPE,Start
Franz Leitner (politician),Austria,1215054152,9.2,WESTERN EUROPE,Stub
Elmar Lichtenegger,Austria,1215483185,9.2,WESTERN EUROPE,Start
Julius Lippert (historian),Austria,1248432097,9.2,WESTERN EUROPE,Stub
Reinhold Lopatka,Austria,1240127163,9.2,WESTERN EUROPE,Stub
Karl Lütgendorf,Austria,1231556108,9.2,WESTERN EUROPE,Stub
Jürgen Mandl,Austria,1215054486,9.2,WESTERN EUROPE,Stub
Renate Mann,Austria,1099978355,9.2,WESTERN EUROPE,Stub
Ferdinand Mannlicher,Austria,1250188481,9.2,WESTERN EUROPE,C
Christoph Matznetter,Austria,1215054758,9.2,WESTERN EUROPE,Start
Johann Gregor Memhardt,Austria,1226209962,9.2,WESTERN EUROPE,Stub
Franz Moroder,Austria,1228417930,9.2,WESTERN EUROPE,C
Heinz Nittel,Austria,1226214871,9.2,WESTERN EUROPE,Stub
Heidemaria Onodi,Austria,1246630894,9.2,WESTERN EUROPE,Start
Brigitta Pallauf,Austria,1215184008,9.2,WESTERN EUROPE,Start
Wladimir von Pawlowski,Austria,1242446030,9.2,WESTERN EUROPE,Stub
Johann Anton von Pergen,Austria,1248404055,9.2,WESTERN EUROPE,C
Gerhard Pfanzelter,Austria,1238011369,9.2,WESTERN EUROPE,Start
Walter Pfrimer,Austria,1249288737,9.2,WESTERN EUROPE,C
Leopold Poetsch,Austria,1248552155,9.2,WESTERN EUROPE,Start
Thomas Prinzhorn,Austria,1215185462,9.2,WESTERN EUROPE,C
Gregor Razumovsky (activist),Austria,1236098636,9.2,WESTERN EUROPE,C
Horst Rosenkranz,Austria,1215185628,9.2,WESTERN EUROPE,Start
Emil Sax,Austria,1215185845,9.2,WESTERN EUROPE,Start
Peter Schieder,Austria,1239601735,9.2,WESTERN EUROPE,Start
Karl Schmitzer,Austria,1215186109,9.2,WESTERN EUROPE,Stub
Sonja Zwazl,Austria,1235856770,9.2,WESTERN EUROPE,Start
"Georg Adam, Prince of Starhemberg",Austria,1215186237,9.2,WESTERN EUROPE,C
Gundaker Thomas Starhemberg,Austria,1246777408,9.2,WESTERN EUROPE,Start
Josef Staribacher,Austria,1215186443,9.2,WESTERN EUROPE,Stub
Peter Strasser (politician),Austria,1240951343,9.2,WESTERN EUROPE,Start
Julius Tandler,Austria,1153989705,9.2,WESTERN EUROPE,Start
"Leopold, Count von Thun und Hohenstein",Austria,1215186791,9.2,WESTERN EUROPE,C
Karl Freiherr von Vogelsang,Austria,1231556362,9.2,WESTERN EUROPE,Start
Anton von Winzor,Austria,1231556425,9.2,WESTERN EUROPE,Stub
Gisela Wurm,Austria,1215187415,9.2,WESTERN EUROPE,Stub
Alexander Zach,Austria,1215187552,9.2,WESTERN EUROPE,Stub
Curt Franz Wenzel Christoph Erdmann Graf Zedtwitz von Moraván und Duppau,Austria,1243965585,9.2,WESTERN EUROPE,Start
Karl von Zinzendorf,Austria,1240906258,9.2,WESTERN EUROPE,Start
Muzamil Abdullayev,Azerbaijan,1223484511,10.2,WESTERN ASIA,Stub
Leyla Abdullayeva,Azerbaijan,1230366514,10.2,WESTERN ASIA,Start
Elchin Afandiyev,Azerbaijan,1243626881,10.2,WESTERN ASIA,Start
Fazail Agamali,Azerbaijan,1250642641,10.2,WESTERN ASIA,C
Aliabbas Salahzade,Azerbaijan,1211047878,10.2,WESTERN ASIA,Start
Enver Alikhanov,Azerbaijan,1161577254,10.2,WESTERN ASIA,Stub
Tarlan Aliyarbayov,Azerbaijan,1240965677,10.2,WESTERN ASIA,GA
Dilara Aliyeva,Azerbaijan,1236388140,10.2,WESTERN ASIA,Start
Araz Alizadeh,Azerbaijan,1246060446,10.2,WESTERN ASIA,Stub
Ali Asadov,Azerbaijan,1237483914,10.2,WESTERN ASIA,C
Ashraf Bey Taghiyev,Azerbaijan,1213943020,10.2,WESTERN ASIA,Start
Chimnaz Aslanova,Azerbaijan,1245503366,10.2,WESTERN ASIA,Start
Akram Aylisli,Azerbaijan,1247420701,10.2,WESTERN ASIA,C
Sahil Babayev,Azerbaijan,1207600921,10.2,WESTERN ASIA,C
Huseyngulu Baghirov,Azerbaijan,1199215674,10.2,WESTERN ASIA,Start
Bakhish bey Rustambeyov,Azerbaijan,1246060690,10.2,WESTERN ASIA,Start
Alovsat Bakhshiyev,Azerbaijan,1207738330,10.2,WESTERN ASIA,Start
Mirgasim Cheshmazer,Azerbaijan,1226415908,10.2,WESTERN ASIA,Start
Vilayat Eyvazov,Azerbaijan,1208072134,10.2,WESTERN ASIA,Start
Abdurrahman Fatalibeyli,Azerbaijan,1241052691,10.2,WESTERN ASIA,C
Fazail Ibrahimli,Azerbaijan,1243509483,10.2,WESTERN ASIA,Start
Afshan Gadimbeyova,Azerbaijan,1243747432,10.2,WESTERN ASIA,Start
Garib Karimoğlu,Azerbaijan,1246060699,10.2,WESTERN ASIA,Start
Gudrat Gasanguliev,Azerbaijan,1234004989,10.2,WESTERN ASIA,Start
Solomon Grobshtein,Azerbaijan,1067081975,10.2,WESTERN ASIA,Stub
Teymur Guliyev,Azerbaijan,1232296078,10.2,WESTERN ASIA,Stub
Mammad Gurbanov,Azerbaijan,1237445893,10.2,WESTERN ASIA,Start
Musa Hacigasimov,Azerbaijan,1236490449,10.2,WESTERN ASIA,Stub
Asaf Hajiyev,Azerbaijan,1235219197,10.2,WESTERN ASIA,C
Haji Molla Ahmad Nuruzade,Azerbaijan,1239189558,10.2,WESTERN ASIA,GA
Farhad Hajiyev,Azerbaijan,1246286594,10.2,WESTERN ASIA,Start
Hasan Majidov,Azerbaijan,1236490430,10.2,WESTERN ASIA,Start
Hasan Hasanli,Azerbaijan,1244589428,10.2,WESTERN ASIA,Start
Jamil Hasanli,Azerbaijan,1248447237,10.2,WESTERN ASIA,C
Ali M. Hasanov,Azerbaijan,1245282668,10.2,WESTERN ASIA,C
Zakir Hasanov,Azerbaijan,1224596001,10.2,WESTERN ASIA,C
Ali Huseynli,Azerbaijan,1245270394,10.2,WESTERN ASIA,Start
Alisahib Huseynov,Azerbaijan,1246588423,10.2,WESTERN ASIA,Start
Ali Ibrahimov,Azerbaijan,1244157806,10.2,WESTERN ASIA,Start
Irshad Aliyev,Azerbaijan,1225308278,10.2,WESTERN ASIA,Stub
Mamed Iskenderov,Azerbaijan,1244201378,10.2,WESTERN ASIA,Start
Vidadi Isgandarov,Azerbaijan,1249203876,10.2,WESTERN ASIA,Start
Ajdar Ismailov,Azerbaijan,1157124148,10.2,WESTERN ASIA,C
Saftar Jafarov,Azerbaijan,1222623261,10.2,WESTERN ASIA,Start
Jeyhun Jalilov,Azerbaijan,1228687346,10.2,WESTERN ASIA,Start
Arastun Javadov,Azerbaijan,1147579900,10.2,WESTERN ASIA,Stub
Rovshan Javadov,Azerbaijan,1250266366,10.2,WESTERN ASIA,C
Anar Karimov,Azerbaijan,1245270299,10.2,WESTERN ASIA,Start
Boris Kevorkov,Azerbaijan,1217681945,10.2,WESTERN ASIA,Start
Gurban Khalilov,Azerbaijan,1243520102,10.2,WESTERN ASIA,Start
Ahmad Kordary,Azerbaijan,1187254621,10.2,WESTERN ASIA,Stub
Lutfali bey Behbudov,Azerbaijan,1226230854,10.2,WESTERN ASIA,C
Ilham Madatov,Azerbaijan,1011331249,10.2,WESTERN ASIA,Start
Makhmud Mamed-Guliev,Azerbaijan,1243510539,10.2,WESTERN ASIA,Start
Majnun Mammadov,Azerbaijan,1248225337,10.2,WESTERN ASIA,Start
Musa Mammadov,Azerbaijan,1243510550,10.2,WESTERN ASIA,Start
Ramin Mammadov,Azerbaijan,1248662299,10.2,WESTERN ASIA,Start
Elshad Mirbashir oghlu,Azerbaijan,1194162044,10.2,WESTERN ASIA,C
Tahir Mirkishili,Azerbaijan,1210593900,10.2,WESTERN ASIA,Start
Movsum Samadov,Azerbaijan,1241255046,10.2,WESTERN ASIA,C
Fuad Naghiyev,Azerbaijan,1248662296,10.2,WESTERN ASIA,Start
Eldar Namazov,Azerbaijan,1206211739,10.2,WESTERN ASIA,Start
Namig Nasrullayev,Azerbaijan,1158375491,10.2,WESTERN ASIA,Stub
Siyavush Novruzov,Azerbaijan,1243520070,10.2,WESTERN ASIA,C
Zahid Oruj,Azerbaijan,1213965350,10.2,WESTERN ASIA,Start
Sadig Rahimov,Azerbaijan,1245157534,10.2,WESTERN ASIA,C
Suleyman Rahimov,Azerbaijan,1193027962,10.2,WESTERN ASIA,C
Huseyn Rahmanov,Azerbaijan,1106104383,10.2,WESTERN ASIA,Stub
Rovshen Rzayev,Azerbaijan,1208078338,10.2,WESTERN ASIA,Start
Hasan Seyidov,Azerbaijan,1148385245,10.2,WESTERN ASIA,Stub
Hasan Seyidov (scientist),Azerbaijan,1198202282,10.2,WESTERN ASIA,Start
Parviz Shahbazov,Azerbaijan,1213858589,10.2,WESTERN ASIA,Start
Mammad agha Shahtakhtinski,Azerbaijan,1185599926,10.2,WESTERN ASIA,C
Abid Sharifov,Azerbaijan,1243510547,10.2,WESTERN ASIA,Start
Shirali Akhundov,Azerbaijan,1213002608,10.2,WESTERN ASIA,C
Ikhtiyar Shirinov,Azerbaijan,1243510572,10.2,WESTERN ASIA,Stub
Bakhtiyar Vahabzadeh,Azerbaijan,1249675761,10.2,WESTERN ASIA,C
Vugar Mustafayev (minister),Azerbaijan,1208077047,10.2,WESTERN ASIA,Start
Yusif Ziya Talibzadeh,Azerbaijan,1243510546,10.2,WESTERN ASIA,GA
Nurali Yusifbayli,Azerbaijan,1243510541,10.2,WESTERN ASIA,Start
Keith Bell (Bahamian politician),Bahamas,1243023554,0.4,CARIBBEAN,Start
Charles Carter (Bahamian journalist),Bahamas,1162793449,0.4,CARIBBEAN,C
Harold Christie,Bahamas,1142294843,0.4,CARIBBEAN,Start
Timothy Donaldson,Bahamas,1245586658,0.4,CARIBBEAN,C
Eugene Dupuch,Bahamas,1181612386,0.4,CARIBBEAN,Start
Joseph Robert Love,Bahamas,1177467150,0.4,CARIBBEAN,C
McKell Bonaby,Bahamas,1238577650,0.4,CARIBBEAN,Stub
Pakesia Parker-Edgecombe,Bahamas,1226025677,0.4,CARIBBEAN,Start
James Carmichael Smith (postmaster),Bahamas,1248344476,0.4,CARIBBEAN,C
Mohammed Isa Al Abbasi,Bahrain,1171757402,1.6,WESTERN ASIA,Stub
Abdulla Adel Fakhro,Bahrain,1223700072,1.6,WESTERN ASIA,Start
Abdullah bin Isa Al Khalifa,Bahrain,1182830303,1.6,WESTERN ASIA,Start
Ahmed Behzad (Bahrain),Bahrain,1063482737,1.6,WESTERN ASIA,Stub
Kamal Ahmed (politician),Bahrain,1215486840,1.6,WESTERN ASIA,Stub
Mohamed Ali Hasan Ali,Bahrain,1006173162,1.6,WESTERN ASIA,Stub
Khalid Almoayed,Bahrain,1215466172,1.6,WESTERN ASIA,Stub
Aymen Tawfeeq Almoayed,Bahrain,1227286508,1.6,WESTERN ASIA,Start
Nazar Al Baharna,Bahrain,1241906132,1.6,WESTERN ASIA,Start
Mahmood Al Bahrani,Bahrain,1161492589,1.6,WESTERN ASIA,Stub
Ammar Al Bannai,Bahrain,1231654401,1.6,WESTERN ASIA,Start
Jawad Fairooz,Bahrain,1177286981,1.6,WESTERN ASIA,Start
Qasim Fakhro,Bahrain,1099067663,1.6,WESTERN ASIA,Start
Faisal al-Hamar,Bahrain,1218302538,1.6,WESTERN ASIA,Stub
Nabeel bin Yaqub Al-Hamar,Bahrain,1159628135,1.6,WESTERN ASIA,Stub
Isa bin Abdulrahman Al Hammadi,Bahrain,1098344827,1.6,WESTERN ASIA,Stub
Jameel Humadan,Bahrain,1148959062,1.6,WESTERN ASIA,Start
Isa bin Ibrahim Al Khalifa,Bahrain,1146485875,1.6,WESTERN ASIA,Stub
Fahmi al-Jowder,Bahrain,1172576081,1.6,WESTERN ASIA,Stub
Saud Kanoo,Bahrain,1098699647,1.6,WESTERN ASIA,Stub
Essam Khalaf,Bahrain,1006167519,1.6,WESTERN ASIA,Stub
Abdullah bin Hamad bin Isa Al Khalifa,Bahrain,1241499929,1.6,WESTERN ASIA,Start
Ahmed bin Mohamed Al Khalifa,Bahrain,1221144846,1.6,WESTERN ASIA,Stub
Ali bin Khalifa Al Khalifa,Bahrain,1250881356,1.6,WESTERN ASIA,Stub
Hala bint Mohammed Al Khalifa,Bahrain,1232948277,1.6,WESTERN ASIA,Start
Ibrahim ibn Khalifa Al Khalifa,Bahrain,1156409493,1.6,WESTERN ASIA,Start
Mai bint Mohammed Al Khalifa,Bahrain,1217876419,1.6,WESTERN ASIA,Start
Salman bin Khalifa Al Khalifa,Bahrain,1247375519,1.6,WESTERN ASIA,Stub
Hamad Al Kooheji,Bahrain,1233118749,1.6,WESTERN ASIA,Stub
Abdullatif Al-Mahmood,Bahrain,1227285970,1.6,WESTERN ASIA,Stub
Rasheed Mohammed Al Maraj,Bahrain,1247375502,1.6,WESTERN ASIA,Stub
Khalid Al Maskati,Bahrain,1209519423,1.6,WESTERN ASIA,Stub
Abdulhussain bin Ali Mirza,Bahrain,1195787872,1.6,WESTERN ASIA,Stub
Mohammed Al-Buainain,Bahrain,1063213013,1.6,WESTERN ASIA,Start
Mohammed bin Khalifa bin Ahmed,Bahrain,1244455253,1.6,WESTERN ASIA,C
Mohammed bin Khalifa bin Ali Al Khalifa,Bahrain,1202322111,1.6,WESTERN ASIA,Start
Abdulrahman al-Nuaimi,Bahrain,1235804624,1.6,WESTERN ASIA,Start
Ammar Qambar,Bahrain,1140605737,1.6,WESTERN ASIA,Start
Isa Qassim,Bahrain,1249444464,1.6,WESTERN ASIA,GA
Abdulla Hassan Saif,Bahrain,1219928150,1.6,WESTERN ASIA,Stub
Ali bin Saleh Al Saleh,Bahrain,1239617504,1.6,WESTERN ASIA,Stub
Ahmed Al-Salloum,Bahrain,1244755894,1.6,WESTERN ASIA,Start
Salman bin Hamad Al Khalifa,Bahrain,1250494329,1.6,WESTERN ASIA,C
Abdul Motaleb,Bangladesh,1245374567,173.5,SOUTH ASIA,Stub
Abdus Salam (Chattogram politician),Bangladesh,1245374007,173.5,SOUTH ASIA,Stub
Abul Hashim,Bangladesh,1232200030,173.5,SOUTH ASIA,C
Oli Ahad,Bangladesh,1247061966,173.5,SOUTH ASIA,Start
Chowdhury Shamsuddin Ahmed,Bangladesh,1237261756,173.5,SOUTH ASIA,Stub
Farid Ahmed,Bangladesh,1245375794,173.5,SOUTH ASIA,Stub
Muzaffar Ahmed (NAP politician),Bangladesh,1245380189,173.5,SOUTH ASIA,Start
AKM Hafizuddin,Bangladesh,1246694478,173.5,SOUTH ASIA,Stub
Mohammad Manjur Alam,Bangladesh,1245377984,173.5,SOUTH ASIA,Start
M Hossain Ali,Bangladesh,1242815841,173.5,SOUTH ASIA,Start
Aminul Islam Rabel,Bangladesh,1245379837,173.5,SOUTH ASIA,Stub
Mohammad A. Arafat,Bangladesh,1250896485,173.5,SOUTH ASIA,GA
Ashab Uddin Ahmad,Bangladesh,1245380479,173.5,SOUTH ASIA,B
Shafiqur Rahman Badsha,Bangladesh,1245374148,173.5,SOUTH ASIA,Stub
Selina Banu,Bangladesh,1183475136,173.5,SOUTH ASIA,Start
Nurul Huq Bhuiyan,Bangladesh,1236303322,173.5,SOUTH ASIA,Stub
Birendra Kishore Roaza,Bangladesh,1246126702,173.5,SOUTH ASIA,Stub
Bishnu Chattopadhyay,Bangladesh,1242147738,173.5,SOUTH ASIA,Start
AKM Fazlul Kabir Chowdhury,Bangladesh,1245380545,173.5,SOUTH ASIA,Start
Aminul Islam Chowdhury,Bangladesh,1175807916,173.5,SOUTH ASIA,Start
Anwarul Karim Chowdhury,Bangladesh,1245395466,173.5,SOUTH ASIA,C
Moinuddin Ahmed Chowdhury,Bangladesh,1166369458,173.5,SOUTH ASIA,C
Sarwar Jan Chowdhury,Bangladesh,1245377291,173.5,SOUTH ASIA,Stub
Shahinur Pasha Chowdhury,Bangladesh,1245379554,173.5,SOUTH ASIA,Start
Yusuf Ali Chowdhury,Bangladesh,1228415190,173.5,SOUTH ASIA,Start
Haji Mohammad Danesh,Bangladesh,1230176939,173.5,SOUTH ASIA,C
Pulin De,Bangladesh,1242126632,173.5,SOUTH ASIA,Start
James Leo Ferguson,Bangladesh,1212687396,173.5,SOUTH ASIA,C
Abdul Halim Ghaznavi,Bangladesh,1237265302,173.5,SOUTH ASIA,Start
Debendra Nath Ghosh,Bangladesh,1240939624,173.5,SOUTH ASIA,Stub
Ranesh Das Gupta,Bangladesh,1242257552,173.5,SOUTH ASIA,Start
AKM Fazlul Haque (Jatiya Party politician),Bangladesh,1245402550,173.5,SOUTH ASIA,Stub
Syed Najmuddin Hashim,Bangladesh,1245394398,173.5,SOUTH ASIA,Start
M. Anwar Hossain,Bangladesh,1226325755,173.5,SOUTH ASIA,C
Nozir Hossain,Bangladesh,1245378724,173.5,SOUTH ASIA,Start
Husam Uddin Chowdhury Fultali,Bangladesh,1247693188,173.5,SOUTH ASIA,Start
Syed Muhammad Ibrahim,Bangladesh,1247089625,173.5,SOUTH ASIA,Start
Abul Kashem,Bangladesh,1232782976,173.5,SOUTH ASIA,C
Abul Kashem Khan,Bangladesh,1245380771,173.5,SOUTH ASIA,C
Hatem Ali Khan,Bangladesh,1237261567,173.5,SOUTH ASIA,Start
Muhammad Hamidullah Khan,Bangladesh,1249497016,173.5,SOUTH ASIA,C
Yar Mohammad Khan,Bangladesh,1244156514,173.5,SOUTH ASIA,C
Kazi Abdus Shahid Lal,Bangladesh,1237261507,173.5,SOUTH ASIA,Start
Jyotirindra Bodhipriya Larma,Bangladesh,1247242676,173.5,SOUTH ASIA,Stub
Shamima Harun Lubna,Bangladesh,1245374454,173.5,SOUTH ASIA,Stub
Manik Lal Ray,Bangladesh,1117752666,173.5,SOUTH ASIA,Stub
Manjurul Imam,Bangladesh,1245961260,173.5,SOUTH ASIA,Stub
Mushrefa Mishu,Bangladesh,1066093324,173.5,SOUTH ASIA,Start
Moin Uddin (politician),Bangladesh,1245374542,173.5,SOUTH ASIA,Stub
Fazlul Haque Montu,Bangladesh,1243563371,173.5,SOUTH ASIA,Stub
Mujahidul Islam Selim,Bangladesh,1241208220,173.5,SOUTH ASIA,Start
Mujibur Rahman (Chattogram politician),Bangladesh,1245374586,173.5,SOUTH ASIA,Stub
Shafiul Alam Chowdhury Nadel,Bangladesh,1245978368,173.5,SOUTH ASIA,Start
SM Nuruzzaman,Bangladesh,1246459927,173.5,SOUTH ASIA,Stub
Shamsul Huda Panchbagi,Bangladesh,1232199873,173.5,SOUTH ASIA,B
Muhammad Bayazeed Khan Panni,Bangladesh,1225060231,173.5,SOUTH ASIA,C
Ferdous Ahmed Qureshi,Bangladesh,1246263516,173.5,SOUTH ASIA,Start
Asheq Ullah Rafiq,Bangladesh,1245374666,173.5,SOUTH ASIA,Stub
Abdur Rahim (scholar),Bangladesh,1250599443,173.5,SOUTH ASIA,C
Habibar Rahman,Bangladesh,1245395381,173.5,SOUTH ASIA,Stub
M. M. Rahmatullah,Bangladesh,1242580877,173.5,SOUTH ASIA,C
